name,Negative3_0605,NegativeSab_0905,Negative_0705,Negative_0805,Negative_1305,Negative_2504,Negcontrole_librrun,PEDI00208_Rand,PEDI00209_Rand,PEDI00210_Rand,PEDI00211_Rand,PEDI00212_Rand,PEDI00213_Rand,PEDI00214_Rand,PEDI00216_Rand,PEDI00217_Rand,PEDI00218_Rand,PEDI00221_Rand,PEDI00232_Rand,PEDI00237_Rand,PEDI00238_Rand,PEDI00239_Rand,PEDI00240_Rand,PEDI00241_Rand,PEDI00242_Rand,PEDI00243_Rand,PEDI00244_Rand,PEDI00245_Rand,PEDI00246_Rand,PEDI00247_Rand,PEDI00248_Rand,PEDI00249_Rand,PEDI00250_Rand,PEDI00251_Rand,PEDI00252_Rand,PEDI00257_Rand,PEDI00261_Rand,PEDI00264_Rand,PEDI00268_Rand,PEDI00270_Rand,PEDI01152_Rand,PEDI01153_Rand,PEDI01154_Rand,PEDI01160_Rand,PEDI01161_Rand,PEDI01162_Rand,PEDI01163_Rand,PEDI01164_Rand,PEDI01165_Rand,PEDI01167_Rand,PEDI01169_Rand,PEDI01172_Rand,PEDI01174_Rand,PEDI01178_Rand,PEDI01181_Rand,PEDI01183_Rand,PEDI01184_Rand,PEDI01185_Rand,PEDI01187_Rand,PEDI01189_Rand,PEDI01192_Rand,PEDI01193_Rand,PEDI01195_Rand,PEDI01196_Rand,PEDI01197_Rand,PEDI01198_Rand,PEDI01199_Rand,PEDI01200_Rand,PEDI01201_Rand,PEDI01202_Rand,PEDI01203_Rand,PEDI01204_Rand,PEDI01206_Rand,PEDI01207_Rand,PEDI01208_Rand,PEDI01209_Rand,PEDI01210_Rand,PEDI01212_Rand,PEDI01213_Rand,PEDI01214_Rand,PEDI01215_Rand,PEDI01216_Rand,PEDI02946_Rand,PEDI02947_Rand,PEDI02949_Rand,PEDI02951_Rand,PEDI02958_Rand,PEDI02963_Rand,PEDI02964_Rand,PEDI02966_Rand,PEDI02991_Rand,PEDI02994_Rand,PEDI02995_Rand,PEDI02999_Rand,PEDI03000_Rand,Positive_1305
CAG-180 sp004556705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,14,0,0,528,0,47,0,14,0,209,0,0,0,0,0,36,0,0,0,0,3115,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132
Olsenella_B sp900770865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RC9 sp900545245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,59,0,0,0,37,0,51,0,0,461,0,0,77,29,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,56
HGM11416 sp900768525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,18,0,134,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duodenibacillus sp003472385,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,489,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,21,0,19,35,0,0,0,0,23,4707,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
Acutalibacter sp900548545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,0,92,0,38,0,56,0,0,0,0,0,23,13,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,158
CAG-793 sp900557475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,49,0,0,0,10,0,23,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
QAMI01 sp900551915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202
Neisseria elongata,0,0,0,0,0,0,0,0,0,0,0,2729,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,24,0,25,46,0,38,0,37,0,12,0,22,31,72,0,0,0,0,2755,0,0,19,0,0,0,0,0,0,150,0,0,0,0,0,0,0,1346,0,0,0,27,39,21,0,26,14,0,40,0,0,124,0,0,0,0,0,0,0,0,0,0,0,29,0,0
CAG-495 sp900762585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
UBA6857 sp900555805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,184,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Limosilactobacillus reuteri_E,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,53,0,0,0,0,11,0,0,51,0,0,0,51,0,0,0,0,11,30,0,46,0,1796,0,27,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,334,0,0
Veillonella sp900549805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,16,70,0,271,0,144,0,226,0,0,0,0,40,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,162,0,0
Rothia sp001808955,0,0,0,0,0,0,0,0,0,0,0,4463,0,0,0,0,0,0,0,0,0,0,0,0,2516,0,0,0,0,0,0,0,0,0,0,0,0,0,2113,0,103,0,18,795,0,78,0,0,143,174,0,0,0,0,0,0,0,0,0,381,0,27,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,46,0,22
CAG-417 sp000432835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,14,0,0,399,0,0,0,0,0,77,0,0,36,0,0,135,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
Mailhella sp900553065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Acutalibacter sp900755895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2498,0,0,0,0,0,0,0,85,0,0,0,0,62,0,0,0,60,0,0,5441,0,679,0,479,17,335,0,0,0,0,0,2486,29,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,43,0,0,0,23,0,0,0,0,0,0,27,0,12,0,0,257,0,0,0,0,0,0,0,0,32,0,0,0,0,1206
Collinsella sp900544755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2445,0,0,0,54,0,228,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,4512
Halorubrum lipolyticum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
UBA10677 sp900543755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,11,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rothia mucilaginosa_B,0,0,0,0,0,0,0,0,0,0,0,9550,0,0,0,0,15,0,0,0,0,0,0,0,5135,0,0,0,0,0,0,0,0,0,0,0,25,0,4089,0,213,0,92,1386,0,194,0,0,305,250,0,0,0,0,0,0,0,0,0,710,0,58,52,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,80,0,17
Rothia mucilaginosa_A,0,0,0,0,0,0,0,0,0,0,0,13721,0,0,0,0,0,0,0,0,0,0,53,0,8127,0,0,0,0,14,0,0,0,0,0,0,271,0,6670,0,395,0,60,2393,16,246,14,0,65,20,0,0,39,0,0,0,0,67,0,929,0,116,112,0,0,0,0,0,0,0,0,14,0,0,0,28,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,136,0,0
Achromobacter xylosoxidans,0,41,0,33,0,0,0,12,0,18,46,2102,0,36,0,11,60,0,0,0,73,59,18,18,3182,53,22,17,75,150,13,375,0,204,168,11,1692,0,456,0,526,50,528,834,560,201,19,18,572,121327,44,0,156,115,0,0,0,109,0,7207,34,67,347,31,0,18,10,44,15,124,31,194,21,39,12,23,55,0,62,0,17,189,76,55,63,87,64,73,17,18,50,15,11,577,27,17
Prevotella sp900557405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6356,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,38,80,0,0,0,14135,0,7866,0,1225,0,0,2240,0,0,8138,64,0,0,13,0,0,0,0,30,0,650,0,173,0,0,0,0,0,0,0,49,0,0,0,12,0,0,0,0,0,74,17,0,0,0,0,0,0,0,0,0,0,0,0,69,0,17
Oceanobacillus jeddahense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,274,0,0,0,0,27,0,0,0,26,0,0,45,0,12,0,40,0,13,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Serratia surfactantfaciens,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,26,0,0,0,0,0,0,0,887,0,0,0,0,0,0,0,0,0,12,0,75,0,27,0,13,0,20,27,0,29,0,0,133,3387,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,25,0,0
Helicobacter pylori_C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-462 sp900291465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,32,14,0,1651,0,1562,0,519,0,396,0,0,886,10,0,447,349,0,0,68,0,0,0,0,0,0,241,0,18,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,12,30,0,0,0,0,0,0,0,0,0,0,0,0,0,517
CAG-196 sp002102975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,504,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124
Fusobacterium periodonticum_D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,43,0,0,0,0,20,0,571,0,147,0,0,0,16,0,0,144,0,0,0,19,0,0,0,27,24,13,74,0,0,0,0,0,0,0,0,19,0,0,0,12,0,0,0,0,0,0,0,17,0,0,0,0,28,46,0,0,0,0,0,29,0,0
UMGS1601 sp900545345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,191,0,0,0,0,0,23,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
Desulfovibrio desulfuricans_A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anaerotruncus colihominis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,172,0,0,11147,0,4358,43,1793,10,1689,0,0,29,0,0,1470,92,0,0,23,134,0,0,0,26,0,427,0,0,19,68,0,22,0,0,0,0,0,0,19,29,0,0,21,0,96,0,25,1907,0,0,13,0,13,0,0,0,17,0,205,0,0,3344
Peptacetobacter sp900550335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,20,0,0,0,0,14,0,0,0,21,0,0,179,0,0,0,105,0,14,0,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,299,35,0,0,0,0,0,0,0,0,0,24,31,0,0,0
UBA1191 sp900066305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990,0,0,0,0,0,0,0,17,0,0,0,0,789,0,0,0,17,0,0,1098,0,184,0,111,0,208,0,53,0,0,0,1000,0,0,0,10,40,0,0,0,0,0,30,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,79,0,0,0,0,0,0,0,0,66,0,0,0,0,1391
Aeromonas caviae,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,11,0,0,0,0,0,0,0,104,0,0,0,0,0,0,24,0,0,0,0,72,0,20,0,56,0,40,32,25,0,0,0,32,5720,0,0,0,0,0,0,0,0,0,397,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,29,0,19
F23-B02 sp002472405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,18,0,29,0,21,0,0,0,0,0,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
Frisingicoccus caecimuris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,46,0,0,1671,0,265,0,180,0,22,0,0,0,0,0,138,0,0,0,0,15,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,14,0,61
Enteroscipio rubneri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,16,0,0,0,0,15,0,0,0,0,0,0,549,0,10,0,0,0,12,0,0,0,0,0,30,630,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,25,0,25
UMGS1781 sp900554635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,650,0,0,0,14,0,0,0,0,0,0,17,0,181,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,16
CAG-533 sp000434495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
Prevotella sp900545525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,81,59,0,1491,0,276,0,492,0,437,0,0,2888,0,0,1238,0,0,0,19,11,0,0,0,42,0,224,0,19,0,0,0,0,0,888,0,56,0,0,0,0,0,0,0,0,13,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,431
CAG-485 sp900554845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3210,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,18,0,0,1799,0,0,0,178,0,441,0,0,1808,0,0,292,237,0,0,0,0,0,0,0,0,0,408,0,270,73,67,0,0,0,145,0,0,0,64,0,0,0,0,0,0,17,0,0,2018,0,0,0,0,0,0,0,0,0,0,0,20,0,3331
UMGS995 sp900769695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA1740 sp004558975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,48,0,18,0,0,0,0,0,0,0,0,352,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS1537 sp900761045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,592,0,11,0,91,0,29,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,229
Pauljensenia sp000278725,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,159,0,0,0,444,0,19,0,0,13,0,0,23,198,0,0,0,0,0,0,0,0,0,110,0,11,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,13,13,85,0,2128
Christensenella sp001678845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1098,0,0,0,20,0,15,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
Ruthenibacterium lactatiformans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12083,22,0,0,0,0,0,0,0,0,0,67,0,279,0,0,0,17,0,119,353253,0,223,0,1978,0,210,0,0,0,0,0,3417,106,0,0,167,91,0,0,0,20,0,944,0,0,0,187,0,16,0,0,0,0,0,0,23,0,0,0,26,0,15,0,79,29,56,0,0,0,0,74,0,0,0,0,498,0,0,2121
Corynebacterium pacaense,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,538,0,0,0,0,11,0,0,0,0,0,0,99,0,0,0,11,0,11,0,0,0,10,0,16,428,0,0,13,0,0,0,0,0,0,88,0,0,11,0,0,0,0,0,0,34,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
Bulleidia sp900554555,0,0,0,0,0,0,0,0,0,0,0,2389,0,0,0,0,245,0,0,0,0,0,0,0,14,0,0,0,87,0,0,0,0,26,40,0,19,0,51,0,81,0,555,0,65,0,68,0,0,0,0,0,11,24,0,0,0,0,0,31,0,0,0,0,0,0,0,1078,0,0,0,15,432,11,0,26,10,0,48,0,0,135,0,0,0,0,0,0,0,0,0,0,0,19,0,45
Parabacteroides johnsonii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15906,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,0,0,12743,0,90,63,2347,0,7024,0,29,372,0,0,10023,24,0,0,113,48,0,0,0,145,0,9088,0,0,205,0,0,40,0,3137,0,48,0,59,0,0,0,0,55,0,7410,0,25,2723,0,0,0,0,244,0,0,0,0,0,37,48,0,8310
Collinsella sp900556415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,95,0,163,0,0,0,0,0,208,0,0,0,0,0,0,0,0,32,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,53
Collinsella sp900555765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843,0,0,0,0,0,0,45,158,0,0,0,17,29,0,0,0,0,45,0,380,0,877,24,514,0,942,0,0,1937,0,0,520,0,0,0,0,0,0,0,0,46,0,254,0,1104,192,65,0,0,0,0,0,0,0,53,0,0,0,0,0,0,31,0,18,1279,0,0,0,0,0,0,0,0,0,0,0,678,0,889
Ruminococcus_E bromii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,2626,0,0,0,0,0,0,1091,0,20,0,27,39,524,0,0,0,0,0,21,0,0,0,19,0,0,0,0,0,0,0,0,0,11,0,0,558,0,0,0,0,0,0,319,0,0,0,612,0,78,83,0,0,0,0,0,0,0,44,0,0,23,0,34,0,0,138733
UBA1174 sp900556855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,11,0,1824,0,0,0,76,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFMI01 sp004556155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,15,0,0,10,0,0,0,0,0,0,0,0,14,0,24,0,39,0,12,0,0,0,0,0,13,778,0,0,0,45,0,0,0,0,0,37,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,14,0,0,0,0,19
UMGS882 sp900546385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,16,0,21,0,31,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
Clostridium beijerinckii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,122,0,0,0,30,14,0,0,0,51,0,0,321,0,64,0,211,0,10,0,0,0,0,0,17,42,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,27,0,44
Bariatricus sp900554415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3287,0,0,0,0,0,0,0,0,0,0,0,42,1876,0,0,0,29,0,0,4943,0,2831,17,384,0,754,0,0,35,0,0,15913,0,0,0,0,32,0,0,0,58,0,29,0,0,75,34,0,40,0,0,0,0,0,0,0,0,0,0,38,0,39,16,17,653,0,0,0,0,21,0,0,0,35,0,20,65,0,4511
Sphingomonas ginsenosidimutans,0,0,0,0,0,0,16,0,0,0,0,116,0,0,0,0,10,0,0,0,0,0,0,0,201,0,0,0,0,11,0,46,0,0,21,0,129,0,31,0,48,13,45,77,44,0,0,0,58,6436,0,0,12,11,0,0,0,0,0,490,10,0,27,0,0,0,0,0,0,0,0,18,0,10,0,0,0,0,67,0,0,61,0,0,0,0,16,0,0,0,0,0,0,48,0,0
Peptoniphilus_B duerdenii,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,27,0,0,0,0,17,0,49,0,47,0,2029,173,8529,0,0,0,4946,52,0,56,19,55,323,3450,25,550,0,45,34,213,0,18,0,18,0,224,246,0,0,14,3755,0,31,15,0,0,192,0,0,21,0,0,825,0,0,41,134,0,0,371,0,0,61,0,520,209,517,10,0,353,374,0,0,157,0,107,0,0,0
