name,Negative_0705,Negative_0805,Negative_1305,Negative_2504,Negative3_0605,NegativeSab_0905,Negcontrole_librrun,PEDI00208_Rand,PEDI00209_Rand,PEDI00210_Rand,PEDI00211_Rand,PEDI00212_Rand,PEDI00213_Rand,PEDI00214_Rand,PEDI00216_Rand,PEDI00217_Rand,PEDI00218_Rand,PEDI00221_Rand,PEDI00232_Rand,PEDI00237_Rand,PEDI00238_Rand,PEDI00239_Rand,PEDI00240_Rand,PEDI00241_Rand,PEDI00242_Rand,PEDI00243_Rand,PEDI00244_Rand,PEDI00245_Rand,PEDI00246_Rand,PEDI00247_Rand,PEDI00248_Rand,PEDI00249_Rand,PEDI00250_Rand,PEDI00251_Rand,PEDI00252_Rand,PEDI00257_Rand,PEDI00261_Rand,PEDI00264_Rand,PEDI00268_Rand,PEDI00270_Rand,PEDI01152_Rand,PEDI01153_Rand,PEDI01154_Rand,PEDI01160_Rand,PEDI01161_Rand,PEDI01162_Rand,PEDI01163_Rand,PEDI01164_Rand,PEDI01165_Rand,PEDI01167_Rand,PEDI01169_Rand,PEDI01172_Rand,PEDI01174_Rand,PEDI01178_Rand,PEDI01181_Rand,PEDI01183_Rand,PEDI01184_Rand,PEDI01185_Rand,PEDI01187_Rand,PEDI01189_Rand,PEDI01192_Rand,PEDI01193_Rand,PEDI01195_Rand,PEDI01196_Rand,PEDI01197_Rand,PEDI01198_Rand,PEDI01199_Rand,PEDI01200_Rand,PEDI01201_Rand,PEDI01202_Rand,PEDI01203_Rand,PEDI01204_Rand,PEDI01206_Rand,PEDI01207_Rand,PEDI01208_Rand,PEDI01209_Rand,PEDI01210_Rand,PEDI01212_Rand,PEDI01213_Rand,PEDI01214_Rand,PEDI01215_Rand,PEDI01216_Rand,PEDI02946_Rand,PEDI02947_Rand,PEDI02949_Rand,PEDI02951_Rand,PEDI02958_Rand,PEDI02963_Rand,PEDI02964_Rand,PEDI02966_Rand,PEDI02991_Rand,PEDI02994_Rand,PEDI02995_Rand,PEDI02999_Rand,PEDI03000_Rand,Positive_1305
UMGS1851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,15,0,65,0,17,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,37
HGM10818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,19,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA3210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,16,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olsenella_E,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,11044,0,0,0,0,0,0,0,136,0,0,0,0,35,0,15,0,46,12,0,509,0,96,12,60,0,4108,21,0,2236,20,0,283,2626,0,0,46,0,0,0,0,10,0,198,0,10,19,0,0,0,0,0,0,32,0,103,0,32,0,0,13,0,0,10,23,42,75,15,0,0,133,37,0,0,38,15,0,376,0,174
Clostridium,0,0,0,0,0,0,0,0,0,0,0,147,0,0,3186,0,6436,0,0,0,0,0,0,0,42230,0,0,21,8931,508,12,0,0,1309,36,0,5961,10,2409,18,87276,13,617,21,36,115,33,0,2005,470,0,0,109,59,0,0,0,133,0,3505,0,26,853,12,0,483,10,451,0,98,0,0,0,49,0,0,121,0,18,0,559,22700,28,0,148,0,40,69,0,0,70,0,69,195,20,14211
Eubacterium_G,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,7544,13,0,0,0,0,0,0,14068,0,0,0,73,604,0,0,0,204,13,0,13221,0,2651,0,2453,0,2608,0,0,764,0,0,3066,19,0,0,32,122,0,0,0,19,0,821,0,18,50,0,0,166,0,894,0,23,0,0,27,34,0,0,128,0,44,25,0,1132,0,0,0,0,19,0,0,0,66,0,22,124,0,181857
Peribacillus,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,26,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,18,0,0,36,0,0,0,0,0,0,0,0,14,0,0,0,16,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterocloster,0,0,0,0,0,0,0,130,16,154,129,133,0,72,193,67,150173,44,0,0,45,0,0,154,4858,31,0,287,453,5607,0,0,0,10520,88,239,3534585,87,295121,826,34823,92,61618,1718,67,29739,102,0,380722,2602,0,15,1426,1385,0,0,0,804,58,10753,0,844,729,1263,15,333,16,4365,26,326,0,185,234,547,247,0,713,0,3167,36,649,23022,801,52,1253,0,525,143,0,0,58,15,441,487,0,147063
Robertmurraya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,224,0,17,0,0,0,21,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0
UBA2834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,101,0,0,0,0,15,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Massilicoli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,13,0,0,0,0,10,0,0,0,0,0,0,273,0,13,0,30,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
UBA4248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,29,0,0,0,20,0,10,0,0,0,0,0,13,133,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
UBA1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anaeroplasma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,35,0,0,257,0,0,0,12,0,56,0,0,101,0,0,15,211,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
Fannyhessea,0,0,0,0,0,0,0,0,0,0,0,989,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,10,28,0,0,0,69,30,0,28,0,0,103,65,0,40,53,13,0,0,0,15,130,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,32,0,0,0,11,0,0,22,0,0,0,0,0,16,0,0,10,0,0,0,0,0,0,0,0,0,12
Lancefieldella,0,0,0,0,0,0,0,22,0,0,0,14,0,0,25,0,1150,0,0,0,0,0,0,74,224,70,0,32,174,765,0,30,0,27,0,0,2210,0,688,0,5345,0,152,23,0,100,0,0,138,89,0,0,46,29,0,0,0,45,0,1755,0,198,627,0,0,30,0,12,0,72,0,106,0,0,0,0,0,0,19,14,176,198,0,0,0,0,13,0,0,0,0,0,0,22731,0,337
Rikenella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,19,0,0,0,0,16,0,0,0,0,0,0,94,0,0,0,22,0,25,0,0,0,0,0,0,493,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
CAG-307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,13,0,0,0,0,129,0,0,0,31,0,0,20,0,0,0,20,0,45721,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,11478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
UBA1232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4475,0,0,0,0,0,0,0,0,0,0,14,0,80,0,0,0,464,10,0,10931,0,555,0,3604,0,1196,0,0,12895,0,0,16416,17,0,0,39,18,0,0,0,24,0,622,0,0,249,18,0,17,0,3856,0,28,0,22,428,10,0,0,146,0,154,0,37,11,0,0,0,0,34,39,0,0,0,0,10,79,0,3551
UMGS692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,14,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231
Anaerotruncus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2303,0,0,0,0,0,0,0,159,0,0,0,15,148,0,0,0,188,155,0,16241,0,4496,56,3015,11,2423,338,0,2412,0,0,5195,221,0,0,24,136,0,0,0,39,0,795,0,197,21,70,0,22,0,804,0,0,0,13,22,33,0,0,30,0,165,0,29,2389,0,0,12,0,21,0,0,0,18,0,204,15,0,4023
Phytobacter,0,0,0,0,0,0,0,0,0,0,0,85,0,0,29,0,1130,0,0,0,0,0,27,0,64470,0,0,0,221,53,0,44,0,25,448,0,622,0,378,0,1647,14,78,4010,64,3084,0,0,7456,7426,0,0,54,0,0,0,0,22,0,1025,0,482,41,14,0,0,0,3833,29,39,0,93,51,22,0,0,0,0,10,0,33,1078,17,0,13,0,0,25,0,0,0,0,0,501,0,16
HGM10873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterobacter,0,16,0,0,0,49,0,16,17,27,29,8453,0,20,25,21,2717,67,0,0,52,42,14135,47,148548,70,18,47,614,324,15,346,0,331,1578,0,2240,0,3761,32,8029,175,546,8163,565,508451,0,22,29180,89244,40,29,141,152,0,0,0,205,0,9474,33,84363,314,125,0,54,15,14125,112,99,45,270,258,131,0,73,146,17,179,18,147,25934,699,39,94,60,107,83,0,0,38,18,186,9830,17,32
HGM14224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,419,0,0,0,0,12,0,0,0,0,0,0,16,0,16,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
HGM12650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,115,0,23,0,11,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
Garciella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,1099,0,0,0,36,43,0,0,0,18,0,0,185,0,32,0,22,0,12,0,0,12,0,0,13,22,0,0,0,0,0,0,0,0,0,23,0,0,562,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,11,0,0,0,0,0,15,0,650
HGM05398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Criibacterium,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,11,28,0,0,0,0,0,0,129,0,132,0,486,12,445,0,0,0,3821,73,0,196,39,91,21,3849,0,2057,23,115,15,690,0,0,16,25,0,193,398,0,0,0,632,0,81,16,0,0,135,0,0,23,65,0,2300,0,0,50,87,0,0,838,0,0,0,0,356,115,597,0,0,68,91,0,0,489,0,55,0,0,14
Enterovibrio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,34,0,0,0,0,0,0,0,10,213,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F0040,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,17,0,0,0,41,31,0,0,0,194,63,0,44,0,1103,14,3327,0,620,42,37,47,325,0,318,338,0,0,836,15,0,0,0,680,0,59,0,0,0,0,0,0,0,0,0,1118,0,14,0,65,0,14,40,22,0,0,0,357,0,23,18,0,91,12,0,0,80,0,0,15,0,50
UBA1712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
Psychrobacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,10,0,0,0,0,13,0,0,0,0,0,0,399,0,267,0,57,0,78,0,0,26,0,0,182,20,0,0,0,0,0,0,0,11,0,170,0,0,13,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,770
HGM12669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,174,0,42,0,17,0,16,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,134
HGM12957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
Faecalibacterium,0,0,0,0,0,0,0,12,0,1078,356,545,0,408,0,364,1759588,568,0,0,0,0,0,1281,162,0,0,31,33,25291,0,17,0,58169,0,134,13192,0,1373498,257,1558792,2152,724508,21,154,1570,1550,0,442532,3227,0,0,5407,1466,0,30,15,9317,317,265182,14,111,2433,4240,30,5063,109,448,74,2364,0,4494,878,4443,55,0,4682,29,13850,1372,1564,801231,1934,27,1393,38,4230,198,0,0,481,22,107,152,74,1184480
UMGS995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,548,0,0,0,0,0,0,0,0,16,0,0,11,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Superficieibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,1485,0,0,0,21,15,0,0,0,0,322,0,154,0,32,0,346,0,0,292,0,696,0,0,4560,778,0,0,0,0,0,0,0,18,0,146,0,86,0,0,0,0,0,610,0,0,0,24,0,0,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,105,0,0
CAG-724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,0,0,0,0,0,0,0,31,0,0,0,0,45,0,0,0,25,0,0,3640,0,127,0,1971,0,121,0,0,1823,0,0,308,26,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,320
HGM11575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,10,0,0,0,0,17,525,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
UMGS1217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lentilactobacillus,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,548,0,0,0,0,0,0,0,102075,0,0,0,48,27,0,0,0,46,32,0,355,0,82,0,71,0,11,121,0,573,0,0,172,88,0,0,21,0,0,0,0,11,0,1371,0,74,161,13,0,0,0,484,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,11,0,0,0,0,0,133,0,47
Muribaculum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,14,0,10904,0,79,0,767,0,763,0,0,454,0,0,2085,196,0,0,0,0,0,0,0,48,0,210,0,0,0,0,0,0,0,607,0,53,0,0,0,0,0,0,51,0,20,0,0,950,0,0,0,0,0,0,0,0,0,0,12,30,0,1524
RUG420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,11,0,0,0,0,25,0,0,0,24,0,0,89,0,324,0,110,0,61,0,0,0,0,0,99,356,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,14,0,52
Blautia_A,0,20,0,0,0,0,0,261,0,201,0,62,0,86,172,179,2789272,303,0,0,13,14,0,224,40064,19,0,38,1725,107616,23,0,0,4365,44,294,8990880,129,36639,362,21921,1417,237916,16,338,2372,377,0,199311,614,0,0,4708,15332,0,54,0,5385,42,28427,0,610,330,8130,0,3378,19,73,55,364,0,237,819,2870,23,0,10969,71,6353,2585,1509,96909,2187,61,60,14,562,223,0,0,2646,406,7822,1212,33,1610348
Latilactobacillus,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,33,0,0,0,0,0,0,0,5219,0,0,0,0,0,0,0,0,27,0,0,720,0,31,0,95,0,14,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,10,35,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,78,0,159
HGM11372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
Bacillus_O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1457,0,0,0,0,16,0,0,0,48,0,0,13,0,0,0,41,0,0,0,0,0,0,0,69,267,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,15
Bacillus_J,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,10,0,0,1329,0,20,0,24,0,0,0,0,0,0,0,17,12,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,0,0,0,0,0,0,0,0,0,0,11,0,0
HGM11377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dorea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,140311,14,0,0,0,0,0,0,24,0,0,0,123,9964,0,0,0,81,0,0,31630,99,2752,776,399,145,51087,0,102,7011,183,0,36368,0,0,0,2173,3118,0,0,0,58,154,1243,0,0,204,287,0,454,34,0,0,36,0,28,378,639,0,0,1029,0,1219,182,2364,672,0,0,13,0,36,23,0,0,318,0,211,83,0,58334
Eubacterium_T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,33,0,0,0,80,0,73,0,0,40,0,0,0,22,0,0,10,10,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,15,0,0,0,0,39
D5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,24,0,14,0,10,0,0,0,0,0,35,106,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,83
Bacillus_A,0,0,0,0,0,0,0,0,0,0,0,18,0,16,0,0,18360,0,0,0,0,0,0,0,1633,0,0,0,0,2006,0,0,0,111,11,0,220,0,32183,0,20363,18,6791,13,0,29936,17,0,10610,74,0,0,96,0,0,0,0,106,0,4544,0,355,0,0,0,0,0,0,0,72,0,46,0,104,0,0,0,0,0,15,242,11,14,0,0,0,32,0,0,0,12,0,0,13872,0,22
UBA5905,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,1603,0,0,0,0,0,0,0,48,0,0,0,0,48,0,15,0,181,0,0,397,0,3590,0,1566,0,1167,0,0,33,0,0,1047,1707,0,0,0,12,0,0,0,28,0,632,0,0,15,12,0,23,0,12,0,17,0,13,0,13,0,0,15,0,49,0,0,1734,0,0,0,0,0,0,0,0,0,0,0,30,0,557
Coprobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1766,0,0,0,0,0,0,0,13,0,0,0,12,38,0,0,0,56,48,0,4832,0,23,38,964,0,1323,0,17,509,0,0,2322,38,0,0,11,34,0,0,0,0,0,1355,0,0,17,13,0,10,0,456,0,0,0,0,0,0,0,0,264,0,145,0,0,296,0,0,0,0,19,18,0,0,0,0,0,0,0,96979
CAG-110,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,62803,23,0,0,0,0,0,0,203,0,0,0,26,890,0,0,0,401,29,0,12973,0,13012,0,6407,50,3330,140,24,4326,0,0,4940,1749,0,0,79,751,0,0,0,65,0,1252,0,915,69,28,0,271,0,147,0,71,0,16,106,32,0,0,122,0,104,46,27,8166,27,0,12,0,33,74,0,0,133,0,18,99,0,27357
CAG-115,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1608,0,0,0,0,0,0,0,6445,0,0,0,0,64,0,0,0,11,0,0,421,0,236,0,149,0,171,0,0,0,0,0,161,272,0,0,0,0,0,0,0,0,0,40,0,0,0,10,0,89,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,10,0,0,24,0,4414
UMGS1600,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1117,0,0,0,0,0,0,0,13,0,0,0,0,22,0,0,0,53,0,0,1143,0,617,0,389,0,595,10,19,20,0,0,399,1243,0,0,0,16,0,0,0,0,0,186,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,14,0,0,0,0,0,21,0,687
UMGS1603,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,161,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,113,0,37,0,0,0,25,11,0,17,0,0,17,863,0,0,0,19,0,0,0,0,0,59,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,116
Phoenicibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,2020,0,0,0,0,55,0,0,0,0,0,0,197,0,0,0,14,0,25,0,0,235,0,0,31,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,13,0,208
Clostridioides,0,0,0,0,0,0,0,0,0,0,0,16,0,0,354,20,488,0,0,0,79,0,0,0,5797,84,0,42,8805,64,0,0,0,101,0,20,49761,0,288016,191,11065,0,171,0,17,0,27,0,167,0,0,0,185,19,0,0,0,17,0,262,0,0,0,0,0,0,0,859,0,20,0,0,0,11,17,0,193,0,0,0,0,21357,27,18,213,22,665,21,0,0,29,0,27,21,0,214
Amulumruptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,0,0,0,11,0,0,0,19,0,0,0,0,45,0,0,0,34,23,0,2801,0,0,0,117,0,266,0,0,81,0,0,5406,276,0,0,13,0,0,0,0,30,0,117,0,0,12,0,0,0,0,3369,10,0,0,0,0,0,0,0,19,0,13,0,0,175,0,0,0,0,0,0,0,0,0,0,0,27,0,1526
